id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
tm347821,Outside In,MOVIE,2018,,109,drama,US,,tt7260048,6.7,4611
ts81821,The Queen of Flow,SHOW,2018,TV-MA,45,drama; family; music,CO,2,tt8560918,7.7,1202
ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,animation; action; comedy; family,BR; CA,2,tt8697554,7.5,663
tm429208,Next Gen,MOVIE,2018,PG,90,animation; action; family; scifi; comedy,CA; CN,,tt7133686,6.6,16964
ts321277,Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,comedy,US,1,tt8858472,8.5,3387
ts84646,Warrior,SHOW,2018,TV-MA,42,action; drama; crime,DK,1,tt9249090,6.7,1966
ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,,47,drama; romance,TH,1,tt10438662,6.7,199
tm369179,Irreplaceable You,MOVIE,2018,,96,drama; comedy; romance,US,,tt6119856,6.4,9442
ts78291,Dogs of Berlin,SHOW,2018,TV-MA,60,drama; thriller; action; crime,DE,1,tt6839788,7.5,12453
tm412273,Tig Notaro: Happy To Be Here,MOVIE,2018,,58,comedy,XX,,tt8342946,6.6,1327
ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,56,drama; romance; history; music,MX,3,tt8045690,8,4556
ts79182,Cocaine Coast,SHOW,2018,TV-MA,67,drama; thriller; crime,ES,1,tt6970710,7.9,3696
ts85967,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,TV-MA,34,comedy,US,1,tt9203078,7.7,1145
tm434917,I Am Jonas,MOVIE,2018,,82,drama; romance; european,FR,,tt8168186,7,5598
tm445735,Springsteen On Broadway,MOVIE,2018,,153,documentation; music,US,,tt8716334,8.5,2178
ts86682,7 Days Out,SHOW,2018,TV-PG,50,documentation,US,1,tt9315990,6.8,531
ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,action; animation; comedy; romance,JP,2,tt8963328,8,1952
tm374454,Indian Horse,MOVIE,2018,PG-13,105,drama; sport,CA,,tt5672286,7.3,2105
tm407714,I Am Not an Easy Man,MOVIE,2018,,98,comedy; european,FR,,tt6857988,6.3,14146
tm374313,The Forgiven,MOVIE,2018,R,115,thriller,ZA; GB,,tt2249081,5.9,2427
ts82770,CamarÃ³n Revolution,SHOW,2018,TV-14,52,reality,ES,1,,,
ts83906,Car Masters: Rust to Riches,SHOW,2018,TV-PG,39,reality,US,3,tt8893550,8.4,10024
ts82565,Sparta,SHOW,2018,TV-MA,53,drama; thriller,RU,1,tt6840106,6.6,443
ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,scifi; animation; action; comedy; family,US,1,tt9322614,6.2,244
ts89130,If I Hadnt Met You,SHOW,2018,TV-MA,52,scifi; romance; drama; fantasy,ES,1,tt8517780,7.7,2283
tm406831,Modest Heroes,MOVIE,2018,PG,53,fantasy; animation; drama; family; comedy,JP,,tt8223844,6.6,2646
ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,action; romance; thriller; scifi; family; comedy; drama; animation,US,3,tt6714408,5.2,372
tm408941,Mercury 13,MOVIE,2018,NC-17,79,documentation,IE,,tt8139850,6.9,1160
ts81318,When Heroes Fly,SHOW,2018,,48,action; war; drama,IL,1,tt8220344,7.1,3123
tm363231,Godzilla: City on the Edge of Battle,MOVIE,2018,PG-13,105,scifi; animation; action,JP,,tt8015080,5.8,4824
ts79219,Flint Town,SHOW,2018,TV-MA,45,crime; action; documentation,US,1,tt8004578,7.9,3633
tm427465,Quincy,MOVIE,2018,,124,music; documentation,US,,tt7440432,7.6,4488
tm445899,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,,104,documentation; european,US; PL,,tt9316022,7.9,4082
ts79409,A.I.C.O. -Incarnation-,SHOW,2018,TV-14,24,scifi; animation; action,JP,1,tt8116380,6.3,1189
tm443993,Take the Ball; Pass the Ball,MOVIE,2018,,107,documentation; sport; european,ES,,tt9135854,8,3064
ts90596,Polly Pocket,SHOW,2018,,13,animation; comedy; family; fantasy,CA; US; IE,3,tt8673042,5.9,119
tm437608,Adam Sandler: 100% Fresh,MOVIE,2018,R,73,comedy; music,US,,tt9036126,7.5,5096
ts77787,Pop Team Epic,SHOW,2018,TV-MA,23,comedy; animation,JP,2,tt7808370,6.9,815
ts82127,Sirius the Jaeger,SHOW,2018,TV-MA,23,scifi; action; history; horror; animation,JP,1,tt8565136,6.7,1883
ts78353,Misty,SHOW,2018,TV-MA,71,crime; romance; thriller; drama,KR,1,tt7890244,8.1,596
ts103638,Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,comedy,US,1,tt9384194,5.7,390
ts86949,The A List,SHOW,2018,TV-PG,27,drama; crime; thriller,GB,2,tt9185110,5.5,2787
tm370392,The Week Of,MOVIE,2018,PG-13,116,comedy,US,,tt6821012,5.2,21481
tm404475,The Bleeding Edge,MOVIE,2018,,100,documentation,US,,tt8106576,7.6,2671
ts80208,Fugitiva,SHOW,2018,TV-MA,90,drama; crime; thriller; action,ES,1,tt7158972,5.6,658
tm448122,Taylor Swift: Reputation Stadium Tour,MOVIE,2018,PG-13,125,documentation; music,US,,tt9426852,8.3,5293
tm440415,John Leguizamos Latin History for Morons,MOVIE,2018,PG,89,comedy; documentation,US,,tt9777830,7.4,738
tm362074,And Breathe Normally,MOVIE,2018,,95,drama; european,IS; SE; BE,,tt6776106,6.9,3020
tm358666,The Awakening of Motti Wolkenbruch,MOVIE,2018,,94,comedy; drama; european,CH; DE,,tt4766630,6.6,4255
ts82559,Amazing Interiors,SHOW,2018,TV-PG,26,documentation,US; GB,1,tt8747342,6.6,797
tm233485,Charming,MOVIE,2018,,90,fantasy; animation; comedy; family,US,,tt4086018,5.6,3467
ts80466,Secret Agent Selection: WW2,SHOW,2018,,59,war; documentation; history; european,GB,1,tt8268994,7.8,551
ts80090,The Piano Forest,SHOW,2018,TV-PG,26,drama; comedy; animation,JP,2,tt8043492,7.1,883
ts80313,Bobby Kennedy for President,SHOW,2018,TV-MA,61,documentation; drama,US,1,tt8200004,8.1,1759
ts90994,Chip and Potato,SHOW,2018,TV-Y,15,animation,US,3,tt9897038,6.4,155
tm427293,Solo,MOVIE,2018,,100,thriller; drama; romance; sport; european,ES,,tt6699860,5,2747
tm405849,Flavors of Youth,MOVIE,2018,PG-13,74,drama; animation; romance,CN; JP,,tt8176578,6.6,7206
ts84346,Falsa identidad,SHOW,2018,TV-14,43,action; thriller; crime; drama,US; MX,2,tt8598690,7,351
tm238377,The Legacy of a Whitetail Deer Hunter,MOVIE,2018,,83,comedy; drama,US,,tt4762824,5.5,3909
tm366820,Come Sunday,MOVIE,2018,,106,drama,US,,tt1690967,6,2287
ts84833,Diablero,SHOW,2018,TV-MA,38,scifi; drama; fantasy; horror; thriller; family,MX,2,tt7414954,6.8,2521
ts84932,Super Drags,SHOW,2018,TV-MA,25,comedy; fantasy; animation,BR,1,tt8912244,5.4,1685
ts81734,Chosen,SHOW,2018,TV-14,70,action,CN,2,tt7317178,5.2,127
tm370628,Fred Armisen: Standup for Drummers,MOVIE,2018,,65,music; comedy,US,,tt7924798,5.8,1276
tm405738,Perdida,MOVIE,2018,R,103,crime; drama; thriller,AR; ES,,tt7841496,5.6,4684
tm371952,Sarkar,MOVIE,2018,,164,drama; action,IN,,tt8591968,7,18453
ts79679,The Yard,SHOW,2018,TV-MA,108,drama; crime,TR,3,tt7923832,7.2,1605
tm417440,CamarÃ³n: The Film,MOVIE,2018,,104,documentation,ES,,tt8067306,7.5,303
tm430104,High Society,MOVIE,2018,,119,crime; drama,KR,,tt8865580,5.5,984
tm443186,Generation Iron 3,MOVIE,2018,,75,documentation,US,,tt8178958,6.2,3333
ts78053,Kakegurui,SHOW,2018,TV-MA,30,drama; thriller,JP,2,tt7691766,6.8,966
ts80057,Last Hope,SHOW,2018,TV-14,24,scifi; animation; action,JP,1,tt8893554,5.8,427
ts111582,The Platform,SHOW,2018,TV-14,45,music,ES,2,tt8254954,6.2,7
tm376801,The Rachel Divide,MOVIE,2018,,104,documentation,US,,tt8106570,6.3,2512
tm424032,My Masterpiece,MOVIE,2018,,100,comedy; drama,ES; AR,,tt7605922,7.1,5934
ts80413,Busted!,SHOW,2018,TV-14,75,comedy; reality,KR,3,tt8328460,7.6,898
tm409618,Alex Strangelove,MOVIE,2018,R,99,drama; comedy; romance,US,,tt5688996,6.3,17305
ts85659,3Below: Tales of Arcadia,SHOW,2018,TV-Y7,22,comedy; scifi; action; animation; family; fantasy,US,2,tt7736544,7.7,5927
tm376840,End Game,MOVIE,2018,,40,documentation,US,,,,
tm372891,Chris Rock: Tamborine,MOVIE,2018,,64,comedy; documentation,US,,tt8005338,6.6,6816
ts82298,Familiar Wife,SHOW,2018,TV-MA,61,scifi; drama; fantasy; romance,KR,1,tt15062636,7.6,937
tm443034,Your Son,MOVIE,2018,,103,thriller; drama; action; crime; european,ES,,tt7807026,6.1,4708
tm366973,Tom Segura: Disgraceful,MOVIE,2018,PG-13,74,comedy; documentation,US,,tt7379330,7.5,3695
tm420797,Sierra Burgess Is a Loser,MOVIE,2018,PG-13,105,drama; romance; comedy,US,,tt3120280,5.8,38319
ts77770,Fate/Extra Last Encore,SHOW,2018,,25,action; fantasy; animation,JP,2,tt7940468,5.4,772
tm406098,Battle,MOVIE,2018,R,95,drama; romance; music; european,DK; NL; NO; SE,,tt6854672,5.9,4139
tm374845,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,PG-13,99,fantasy; animation; action,JP,,tt9089294,7.1,4649
ts78913,Live,SHOW,2018,,46,drama; comedy; crime,KR,1,tt12094726,8.3,1208
tm413557,Okkos Inn,MOVIE,2018,PG,94,comedy; fantasy; animation; family; drama,JP,,tt8328740,7,1803
ts81944,The Comedy Lineup,SHOW,2018,TV-MA,18,comedy; action,,2,tt8687584,5.9,457
tm371630,How to Be Really Bad,MOVIE,2018,,100,comedy; family; fantasy; romance; european,DE,,tt5571754,6.2,1076
ts84597,FIGHTWORLD,SHOW,2018,TV-MA,42,documentation,US,1,tt9047526,7.6,806
ts78767,First Team: Juventus,SHOW,2018,TV-G,36,scifi; sport; documentation; reality,IT,2,tt7924812,7.3,2061
tm420989,Father of the Year,MOVIE,2018,,94,comedy,US,,tt7256866,5.2,11281
ts85732,The Final Table,SHOW,2018,TV-PG,43,reality,US,1,tt5545584,7.6,3989
tm300027,Thi Mai,MOVIE,2018,G,100,comedy; family; european,ES,,tt6126346,6,2504
ts82875,Switched,SHOW,2018,TV-MA,39,drama; scifi,JP,1,tt8747882,7.1,1402
tm414676,Paradise Lost,MOVIE,2018,,110,drama; music; documentation,BR,,tt6955878,6.9,674
tm437631,Derren Brown: Sacrifice,MOVIE,2018,,49,documentation; reality,US,,tt9077188,7.1,1786
tm408890,YucatÃ¡n,MOVIE,2018,PG,129,comedy; romance; european,ES,,tt6502956,5.5,2065
tm426569,A Twelve-Year Night,MOVIE,2018,,122,drama; crime; history; european,AR; ES; UY,,tt6792282,7.5,9816
tm404690,Happy Anniversary,MOVIE,2018,,78,comedy,US,,tt6423886,5.7,4219
ts83814,Undercover Law,SHOW,2018,,57,drama; action,CO,1,tt8888710,7.2,214
ts36650,Apaches,SHOW,2018,TV-MA,67,drama; crime; thriller; action; european,ES,1,tt6818948,7,293
ts84780,Wild District,SHOW,2018,TV-MA,45,drama; thriller; action; crime,CO,2,tt8105958,8.2,1898
tm375729,Us and Them,MOVIE,2018,,120,romance; drama,CN,,tt8521758,7.4,4026
ts82296,My ID is Gangnam Beauty,SHOW,2018,TV-MA,63,drama; comedy; romance,KR,1,tt8585954,7.4,3774
ts57148,Champions,SHOW,2018,TV-PG,21,comedy,US,1,tt6470396,6.1,3736
ts83359,100 Days My Prince,SHOW,2018,TV-14,75,drama; thriller; comedy; history; romance; action,KR,1,tt8199972,7.8,1938
tm408104,Greg Davies: You Magnificent Beast,MOVIE,2018,,66,comedy,GB,,tt8259682,7.1,2328
ts79330,Girls Incarcerated,SHOW,2018,TV-MA,45,reality; documentation,GB,2,tt8092942,7.3,1073
tm428073,When Angels Sleep,MOVIE,2018,,94,thriller; drama; horror; fantasy; action; crime; european,ES,,tt3732280,5.5,3619
ts85202,Brainchild,SHOW,2018,TV-Y7,25,documentation; family,US,1,tt9203042,8.1,415
tm429377,Bert Kreischer: Secret Time,MOVIE,2018,,57,comedy; documentation,US,,tt8786466,7.3,2307
ts81036,The Who Was? Show,SHOW,2018,,25,comedy; family,,1,tt7488702,6.8,604
tm330869,Show Dogs,MOVIE,2018,PG,90,comedy; crime; family,GB; US,,tt5691024,3.9,4653
tm417317,Bhavesh Joshi Superhero,MOVIE,2018,,155,drama; action; crime,IN,,tt6129302,7.7,8587
ts83457,Cleo & Cuquin,SHOW,2018,TV-Y,7,animation; family,ES; US,2,tt7956374,8,98
tm407295,Amateur,MOVIE,2018,R,96,drama; sport,US,,tt5580392,5.9,4303
ts82181,Back Street Girls: Goku Dolls,SHOW,2018,TV-MA,24,comedy; animation,JP,1,tt8693818,6.6,815
tm429984,Pachamama,MOVIE,2018,PG,72,fantasy; animation; family; european,LU; CA; FR,,tt5541002,6.8,848
ts112279,Empire Games,SHOW,2018,,49,history; documentation,,1,tt8171234,5.8,306
tm419496,Lust Stories,MOVIE,2018,R,120,romance; drama,IN,,tt8439854,6.4,10725
tm344173,All I Wish,MOVIE,2018,G,94,comedy; drama; romance,US,,tt1492705,5.2,1564
ts82375,Beyblade Burst Turbo,SHOW,2018,TV-Y7,24,action; scifi,JP,1,,,
tm294581,The Clapper,MOVIE,2018,R,89,comedy; drama,US,,tt5461956,5.1,7425
ts82398,My Dead Ex,SHOW,2018,,25,drama; scifi; comedy,US,1,tt7428106,7.4,478
tm477838,Disconnect,MOVIE,2018,,107,romance; comedy; scifi,KE,,tt8413566,5.3,117
ts82867,Becoming Champions,SHOW,2018,TV-G,45,documentation; sport,US,1,tt8796068,6.7,389
ts83554,Inside the Criminal Mind,SHOW,2018,TV-MA,48,crime; documentation,US,1,tt6775794,5.4,986
tm374216,Take Your Pills,MOVIE,2018,,87,documentation,US,,tt7983844,6.3,5048
tm367473,Bad Seeds,MOVIE,2018,,100,comedy; european,FR,,tt6708116,7.3,5407
tm413049,Animal World,MOVIE,2018,R,125,thriller; action; fantasy; scifi; comedy; drama,CN,,tt9257932,6.5,4367
ts80030,Fastest Car,SHOW,2018,TV-MA,45,reality; documentation,US,2,tt8295694,7.1,1324
ts84977,Terrorism Close Calls,SHOW,2018,,51,documentation,US,1,tt6775816,5.1,688
tm371959,6 Balloons,MOVIE,2018,,75,drama,US,,tt6142496,5.9,4087
tm408306,Seth Rogens Hilarity for Charity,MOVIE,2018,,70,comedy; documentation,CA,,tt8178116,5,2360
tm422715,Stree,MOVIE,2018,,128,horror; comedy,IN,,tt8108202,7.6,32814
ts83247,Stay Here,SHOW,2018,TV-PG,32,reality,US,1,tt8773338,7.4,1095
ts79856,SWORDGAI The Animation,SHOW,2018,TV-MA,22,scifi; animation; action; fantasy; horror,JP,2,tt7415066,5.8,907
ts90880,44 Cats,SHOW,2018,TV-Y7,15,action; comedy; family; music; animation,IT,5,tt9699148,6.1,283
tm418870,Close Enemies,MOVIE,2018,,111,drama; thriller; european,FR; BE,,tt6527586,6.4,2607
tm370447,The Tree of Blood,MOVIE,2018,,130,drama; european,ES,,tt6433832,6.4,2934
tm425884,Theyll Love Me When Im Dead,MOVIE,2018,,98,documentation,US,,tt6893836,7.4,4953
tm429382,Nappily Ever After,MOVIE,2018,NC-17,100,comedy; drama; romance,US,,tt0365545,6.4,9139
ts80084,Dragon Pilot: Hisone and Masotan,SHOW,2018,TV-14,24,scifi; drama; animation; fantasy,JP,1,tt8528256,6.9,494
ts86279,Nailed It! Holiday!,SHOW,2018,TV-PG,36,reality,US,2,tt8760264,7.7,1086
tm432838,Black Is Beltza,MOVIE,2018,,88,thriller; animation; drama,ES,,tt8512986,5.8,292
tm463806,The Legend of Cocaine Island,MOVIE,2018,,87,documentation,US,,tt8106596,6.3,3287
ts80042,ReBoot: The Guardian Code,SHOW,2018,TV-G,23,action; scifi; comedy; drama,CA,2,tt6849940,3.8,1189
tm407775,Lady J,MOVIE,2018,,110,romance; drama; european,FR,,tt7530986,6.8,3306
tm334949,Right Here Right Now,MOVIE,2018,,89,drama; music; comedy; european,DE,,tt6175086,5.4,311
tm409942,ShÃ©hÃ©razade,MOVIE,2018,,106,thriller; drama; romance; european,FR,,tt8459250,7,2195
tm410748,The Most Unknown,MOVIE,2018,,92,documentation,US,,tt8126390,6.6,2067
tm413955,A Fortunate Man,MOVIE,2018,,162,drama; romance; european,DK,,tt8436026,7.2,6093
tm434727,Ron White: If You Quit Listening; Ill Shut Up,MOVIE,2018,,63,comedy,US,,tt9060534,6.5,827
tm409817,Sir,MOVIE,2018,,99,romance; drama; european,FR; IN,,tt7142506,7.7,6893
tm372917,Pope Francis: A Man of His Word,MOVIE,2018,PG,96,documentation; european,IT; CH; VA; FR; DE,,tt6915100,6.4,2240
tm426202,Demetri Martin: The Overthinker,MOVIE,2018,,56,comedy,US,,tt7725144,7.2,1697
tm367008,Katt Williams: Great America,MOVIE,2018,,60,comedy,US,,tt8536972,6.2,940
tm328175,Budapest,MOVIE,2018,R,102,comedy; european,FR,,tt7027092,5.4,2893
tm366019,BuyBust,MOVIE,2018,,127,thriller; action; drama; crime,PH,,tt5938084,5.8,1874
tm368441,Aapla Manus,MOVIE,2018,,132,thriller; drama,IN,,tt7867076,7,922
ts85236,Castle and Castle,SHOW,2018,TV-MA,58,drama,NG,2,,,
tm368310,Retablo,MOVIE,2018,,95,drama,DE; NO; PE,,tt7761590,7.5,1711
tm411358,The American Meme,MOVIE,2018,,95,documentation,US,,tt8106558,6.8,17034
tm300056,Holy Goalie,MOVIE,2018,,95,comedy; sport; european,ES,,tt6197484,5.3,1603
tm344336,Burn Out,MOVIE,2018,,107,thriller; crime; action; european,FR,,tt6340604,6.2,3718
tm372054,The Tribe,MOVIE,2018,,90,comedy; family; european,ES,,tt6708044,5.8,2627
tm405901,Family Blood,MOVIE,2018,,92,horror; thriller; drama,US,,tt7895904,4.2,2934
ts89067,Love and Fortune,SHOW,2018,TV-MA,69,drama; romance,JP,1,tt8649316,7.3,547
ts78145,Drug Lords,SHOW,2018,TV-MA,45,documentation,US,2,tt7935522,6.8,1305
ts83407,Follow This,SHOW,2018,TV-MA,18,documentation,US,3,tt8560884,4.9,710
ts85953,Paprika,SHOW,2018,TV-Y,13,animation; family,US,1,tt12740488,7.5,26
ts84799,Victim Number 8,SHOW,2018,,30,drama; crime; fantasy; action; thriller,ES,1,tt8500086,7,1994
ts83213,The Rise of Phoenixes,SHOW,2018,TV-14,45,drama; history; romance,CN,1,tt7052634,8.4,1477
tm415875,Break,MOVIE,2018,,91,drama; comedy; european,FR,,tt7343574,5.8,1144
tm375302,Derren Brown: The Push,MOVIE,2018,,69,reality; documentation,,,tt7924808,7.5,3637
tm372305,First Match,MOVIE,2018,,102,drama; sport,US,,tt6061074,6.4,2242
tm376234,The Warning,MOVIE,2018,,93,fantasy; thriller; action; horror; crime; drama; european,ES,,tt3711510,5.9,6278
tm441198,The Princess Switch,MOVIE,2018,PG,101,romance; comedy; drama; family,US,,tt8954732,6,27650
tm366590,Sanju,MOVIE,2018,,161,drama; comedy,IN; US,,tt6452574,7.7,52227
tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,,22,fantasy; action; comedy; scifi; animation,US,,tt8205250,5.6,551
tm371212,My Perfect Romance,MOVIE,2018,PG-13,91,romance,CA,,tt7358936,4.6,3012
tm366972,The Drug King,MOVIE,2018,,139,crime; drama; action,KR,,tt6914542,6.2,3103
tm411288,Nigerian Prince,MOVIE,2018,,104,thriller; crime; drama,US; NG,,tt6851966,5.8,383
tm444469,Eerie,MOVIE,2018,,101,horror; thriller; crime; drama,SG; PH,,tt8723216,4.6,2297
ts85276,Hymn of Death,SHOW,2018,,45,drama; history; music; romance,KR,1,tt8160064,7.6,1104
tm374357,Going for Gold,MOVIE,2018,G,89,drama; family; sport,AU,,tt7104578,4.8,537
tm352033,The Milk System,MOVIE,2018,,90,documentation; european,DE; IT,,tt7274546,7,525
ts85126,The Degenerates,SHOW,2018,,28,comedy,US,2,tt9077196,6.2,666
ts85217,Motown Magic,SHOW,2018,TV-Y,17,animation; comedy; family; fantasy; music,US,2,tt8959860,7.9,292
tm421776,Ronnie Coleman: The King,MOVIE,2018,,93,documentation,US,,tt7217214,7,3730
ts89372,Titipo Titipo,SHOW,2018,TV-Y,18,animation,KR,2,tt12987396,6.6,19
ts83489,Blood Pact,SHOW,2018,,60,drama; crime,BR,1,tt6742610,6.7,140
ts79988,Lost Song,SHOW,2018,TV-14,24,scifi; action; animation; drama; fantasy; music; romance,JP,1,tt7211600,7,375
ts78692,Rapture,SHOW,2018,TV-MA,60,documentation; scifi; thriller; horror; music,US,1,tt7981052,5.4,11
tm233484,Duck Duck Goose,MOVIE,2018,PG,82,comedy; family; animation,CN,,tt4940416,5.7,3686
tm440678,Revenger,MOVIE,2018,NC-17,102,action; crime; thriller,KR,,tt9426186,5.7,4252
ts84782,Larva Island,SHOW,2018,TV-Y7,8,comedy; animation,KR; US,2,tt9077194,6.6,416
ts95011,Move,SHOW,2018,TV-MA,25,documentation,US,1,tt9165300,7.5,112
ts80342,AMO,SHOW,2018,TV-MA,24,crime,PH,1,tt7218736,6.6,410
tm299783,The Laws of Thermodynamics,MOVIE,2018,,100,romance; comedy; european,ES,,tt6053938,6,2726
tm427143,Edge of Fear,MOVIE,2018,R,91,thriller; crime; action,US,,tt7149916,4.5,3124
ts80479,Clean with Passion for Now,SHOW,2018,TV-MA,69,comedy; drama; romance,KR,1,tt7981562,7,1246
tm375962,Nothing to Lose,MOVIE,2018,PG,130,drama,BR,,tt6910020,2.3,23016
ts90869,Love Daily,SHOW,2018,,18,drama; romance,US,1,tt7975182,6.2,153
tm280060,Step Sisters,MOVIE,2018,PG-13,104,comedy,US,,tt5267472,5.4,4460
tm363922,Dovlatov,MOVIE,2018,PG-13,126,drama,RU; RS; PL,,tt7763020,6.4,1974
ts94470,Relatable,SHOW,2018,,0,comedy,,2,tt13281898,,
ts92726,Theyve Gotta Have Us,SHOW,2018,TV-14,59,documentation,GB,1,tt9268756,7.7,292
ts224746,Millennials,SHOW,2018,TV-MA,35,drama,AR,3,,,
tm410298,Samouni Road,MOVIE,2018,,129,documentation; animation; european,FR; IT,,tt8397524,6.7,160
tm368729,My Birthday Song,MOVIE,2018,,95,thriller,IN,,tt4335954,5.6,282
tm441060,ReMastered: Tricky Dick & The Man in Black,MOVIE,2018,,58,documentation; music,US,,tt9244438,7.1,1463
tm434676,Joe Rogan: Strange Times,MOVIE,2018,,63,comedy,US,,tt9017614,7.3,4300
tm438995,A Christmas Prince: The Royal Wedding,MOVIE,2018,PG,101,romance; drama,US,,tt8709036,5.3,10658
ts83070,72 Dangerous Animals: Asia,SHOW,2018,TV-14,47,documentation,US,1,tt8728268,6.6,517
ts85618,Prince of Peoria,SHOW,2018,TV-Y7,26,comedy; family,US,2,tt8001718,5.7,471
tm440996,Trevor Noah: Son of Patricia,MOVIE,2018,R,63,comedy,US,,tt9170648,7.3,3970
tm464542,Tottaa Pataaka Item Maal,MOVIE,2018,,107,drama,IN,,tt9000388,7.6,8051
tm445456,Pihu,MOVIE,2018,G,91,thriller; drama; family,IN,,tt8458202,6.7,2411
tm424888,Armed to the Teeth,MOVIE,2018,,108,documentation; crime; thriller,MX,,tt7609436,7.9,634
tm409494,Ali Wong: Hard Knock Wife,MOVIE,2018,,64,comedy,US,,tt7410684,7.3,4874
tm375007,Feminists: What Were They Thinking?,MOVIE,2018,,86,documentation,US,,tt5419676,6.9,2196
tm411467,Dany Boon: Des Hauts-De-France,MOVIE,2018,,90,comedy; european,FR,,tt8352124,6.2,91
tm416620,QuiÃ©n te cantarÃ¡,MOVIE,2018,,125,thriller; drama; music; european,FR; ES,,tt6485304,6.9,2854
ts81485,Ponysitters Club,SHOW,2018,TV-Y,23,family,US,2,tt7692572,6,116
ts82445,Ashes of Love,SHOW,2018,TV-14,43,drama; comedy; thriller; fantasy; romance,CN,1,tt8976346,8.5,1875
tm446987,Russell Brand: Re:Birth,MOVIE,2018,,63,comedy,GB,,tt9349942,6.5,1193
ts85183,Vai Anitta,SHOW,2018,TV-MA,40,documentation; reality,BR,2,tt8961530,5.6,448
ts84484,Dancing Queen,SHOW,2018,,41,reality; music,US,1,tt8882486,6.9,1590
tm421748,Ee Nagaraniki Emaindi,MOVIE,2018,,120,drama; comedy,IN,,tt8490894,7.9,2817
tm429174,Gun City,MOVIE,2018,,127,drama; history; thriller; action; crime; european,FR; ES,,tt7104984,6.3,3819
ts83045,Accidentally In Love,SHOW,2018,TV-14,29,comedy; drama; music; romance,CN,1,tt9077184,7.6,1100
tm375547,El club de los buenos infieles,MOVIE,2018,,90,comedy; european,ES,,tt3398808,5.5,642
ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,29,comedy,US,2,tt7895706,7.1,2378
tm411503,Candy Jar,MOVIE,2018,PG-13,92,comedy,US,,tt6744044,5.8,4950
tm326704,Parmanu: The Story of Pokhran,MOVIE,2018,,129,drama; history; action,IN,,tt6826438,7.6,23771
tm359030,F.R.E.D.I.,MOVIE,2018,,89,scifi; family,XX,,tt6146590,4.9,1010
tm416458,The Insomnia Club,MOVIE,2018,PG-13,84,comedy; drama,MX,,tt6719840,6.2,497
tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,documentation; crime; history; music,US,,tt9118620,6.9,1381
